a,b,x,y,a,b,x,y
29,89,1979228868,-156103784,29,89,561306304,-1314290008
29,89,1979228868,-156103784,29,89,-871529955,-613032023
29,90,-231252076,1914478631,29,90,364285643,-1601945899
29,93,142322974,-291936257,29,93,1946191787,-1649954284
29,95,1970222308,1585530876,29,95,-863095080,492903543
29,95,1970222308,1585530876,29,95,-416216328,184422939
29,95,1302615052,-1338996834,29,95,-863095080,492903543
29,95,1302615052,-1338996834,29,95,-416216328,184422939
29,95,-825385062,2081134778,29,95,-863095080,492903543
29,95,-825385062,2081134778,29,95,-416216328,184422939
29,95,1246006131,-64568052,29,95,-863095080,492903543
29,95,1246006131,-64568052,29,95,-416216328,184422939
29,97,1981483730,63410237,29,97,936482950,-1758763137
30,0,-854550170,-354642333,30,0,-414476769,1346049942
30,0,-358948448,-1745471700,30,0,-414476769,1346049942
30,4,-263712336,1463898462,30,4,1447606710,871829999
30,7,781198066,-901725074,,,,
30,11,-1181692639,240369274,,,,
30,12,-139240123,-1174165099,,,,
30,17,-483567268,1905274422,,,,
30,19,-972335782,256619472,,,,
30,21,627490385,909484887,,,,
30,26,211032710,-550074771,,,,
30,27,-1563705763,-634859200,,,,
30,27,2127380522,1278879156,,,,
30,27,1288654272,1985509053,,,,
30,31,-407181515,230335696,,,,
30,38,900322508,-1776112693,,,,
30,39,1764366551,-562630324,,,,
30,41,161658464,-738850732,,,,
30,41,762813680,-1608965232,,,,
30,44,817244282,-400105118,,,,
30,47,674404253,506332448,,,,
30,54,924866003,-1912736077,,,,
30,55,982030892,-997814994,,,,
30,67,-705061036,-638685090,,,,
30,67,1476370345,1919719065,,,,
30,71,651365398,1774222282,,,,
30,71,-1458271767,-1041893268,,,,
30,71,-51010397,-576546854,,,,
,,,,30,13,412430593,1325737823
,,,,30,14,360385523,210639874
,,,,30,15,2083733775,-720468838
,,,,30,16,-128745393,623004999
,,,,30,18,-343502107,-1569193395
,,,,30,28,266924185,-1749907211
,,,,30,30,2136468000,-698777868
,,,,30,33,1478692473,375511063
,,,,30,33,1564459915,-731754059
,,,,30,33,1864192245,2094569046
,,,,30,33,-2145766120,60924217
,,,,30,37,501082823,-2007994696
,,,,30,37,1273871975,-130675409
,,,,30,46,-1575998325,-632582052
,,,,30,46,900939447,1127513691
,,,,30,52,-864136465,-1314311863
,,,,30,56,-544935552,-1445411165
,,,,30,56,-1234479202,1589058853
,,,,30,56,-1562485186,1621447216
,,,,30,58,-649668531,-1849019483
,,,,30,58,1625372575,-460178796
,,,,30,58,-902408101,-1326655539
,,,,30,58,1226131801,1336173852
,,,,30,60,-1123398134,1906531363
,,,,30,69,-1691162218,888795248
,,,,30,73,-255075629,38058204
,,,,30,73,-1712480796,-839211634
,,,,30,73,1513619186,364918287
,,,,30,74,1044484146,-193599493
,,,,30,79,588682785,941937460
30,8,17753956,663074346,30,8,1390268075,-907601945
30,9,1486291483,1121416508,30,9,-1324170409,966704600
30,9,-1611931649,-1226526525,30,9,-1324170409,966704600
30,10,1846481976,2129874163,30,10,284654626,-524970975
30,10,1846481976,2129874163,30,10,314809677,270210338
30,20,-84589085,-111766883,30,20,982701545,1654761120
30,22,21261171,-1143659774,30,22,-765095185,674129690
30,22,21261171,-1143659774,30,22,95883976,573961417
30,22,21261171,-1143659774,30,22,1745020617,1396364333
30,22,21261171,-1143659774,30,22,-1810757398,1963302349
30,29,1064285990,661852499,30,29,-144349059,-1916032747
30,34,-1314022242,803774136,30,34,-1651739434,-404139725
30,35,-1979502309,-737811206,30,35,-1148728718,-1823198232
30,40,-182978808,-468083870,30,40,-1481092922,1297859734
30,42,1985768203,-900692575,30,42,1710143798,854084770
30,42,1985768203,-900692575,30,42,-818913457,-335950944
30,43,-56799126,1276680955,30,43,264132098,-351548840
30,43,-831816544,-2113870247,30,43,264132098,-351548840
30,48,2013466135,-1383105846,30,48,1863343411,-747431080
30,49,451271545,-1613881652,30,49,-2099810423,-785649369
30,53,-138723192,-1747775115,30,53,-1387355899,-556181549
30,53,-138723192,-1747775115,30,53,-1642791304,-1381111755
30,53,-520819207,515712928,30,53,-1387355899,-556181549
30,53,-520819207,515712928,30,53,-1642791304,-1381111755
30,57,-1555280283,-230260622,30,57,-1429930029,282899314
30,57,-426219112,-1858721874,30,57,-1429930029,282899314
30,62,424494554,-322119636,30,62,-1567640922,553176138
30,62,424494554,-322119636,30,62,-890973368,-1362810050
30,62,-1051358244,296969702,30,62,-1567640922,553176138
30,62,-1051358244,296969702,30,62,-890973368,-1362810050
30,63,-713042042,477843737,30,63,2034025093,2061298724
30,64,-1419909060,791988338,30,64,-1729820298,-765007949
30,64,-1419909060,791988338,30,64,-1410186092,1465074863
30,65,1485429315,269102163,30,65,884155803,-203950540
30,66,24841085,925152421,30,66,1351038387,493208198
30,68,454869934,265196951,30,68,514015479,-207204521
30,68,-1596553180,-1971286095,30,68,514015479,-207204521
30,70,526720994,661194607,30,70,-1027994049,571456793
30,72,886521992,-1885736332,30,72,1256406639,1279870302
30,75,1493604513,899077693,30,75,1891053250,-2025609034
30,76,-835224299,646086300,30,76,23306220,-453926663
30,76,-835224299,646086300,30,76,-318519712,-1585907607
30,77,-911737019,1954836119,30,77,-1792571378,-914438176
30,77,-911737019,1954836119,30,77,1763220130,1764946020
30,77,-911737019,1954836119,30,77,1091371968,115295188
30,78,206036517,-1784057823,30,78,-566714732,-493539208
30,85,797160876,755558506,,,,
30,86,-237896532,-1196024882,,,,
30,86,-1550204256,1453818848,,,,
30,86,-1280816906,830520537,,,,
30,90,586781617,108796463,,,,
30,90,-1519499777,-189950734,,,,
30,92,1836627922,-588292655,,,,
30,92,1581671960,784952277,,,,
30,92,1406477295,250834816,,,,
31,4,295088263,1437943865,,,,
31,4,-1161044799,998051268,,,,
31,4,-226170426,778487722,,,,
31,4,-559418027,-525192639,,,,
31,4,-436046737,636106494,,,,
31,11,-1295609681,-82979141,,,,
31,11,952301432,-1298578193,,,,
31,11,2044271345,-1307531315,,,,
31,14,1661877735,-884357518,,,,
31,14,1201446171,368554283,,,,
31,14,-768056111,1342031694,,,,
31,21,-1589018919,393897245,,,,
31,32,1403974891,139656852,,,,
31,36,-1117092562,-1754226850,,,,
,,,,30,79,1957909680,-1407221894
,,,,30,79,-1159302925,1322745094
,,,,30,89,-1586077452,-2111500536
,,,,30,89,-1352501734,63271798
,,,,30,93,-854447237,1800655911
,,,,30,93,40038985,1434475955
,,,,30,94,-1932937801,1665892498
,,,,30,95,-868249866,547662925
,,,,31,5,-1743737617,-1630094444
,,,,31,5,230480618,938808985
,,,,31,6,-1673342995,1890219123
,,,,31,6,-1199876121,-1023441676
,,,,31,6,999372159,-1152014636
,,,,31,7,135917111,-1053911145
,,,,31,10,582133345,-204124103
,,,,31,12,-794732050,-1117810528
,,,,31,13,1376191289,1060809463
,,,,31,13,1982229630,1012441145
,,,,31,18,733345172,462741066
,,,,31,18,1888110934,-1324839567
,,,,31,20,-1047174849,1281384493
,,,,31,20,-2096483061,1802115405
,,,,31,26,-2073891481,-1121512449
,,,,31,26,-1911870483,-1170882060
,,,,31,28,-89817053,1510961948
,,,,31,34,1935267308,-1514775978
,,,,31,34,-714763398,2080840088
,,,,31,34,965419022,-1482883272
30,80,-57558085,-767912188,30,80,1721024011,1277899499
30,80,-57558085,-767912188,30,80,1651247332,795593937
30,83,127722270,-360993517,30,83,-385905868,1737903909
30,83,127722270,-360993517,30,83,-380121190,16800593
30,83,127722270,-360993517,30,83,930669363,-1356955505
30,83,127722270,-360993517,30,83,-1037068153,1819206736
30,84,1700214917,-654211991,30,84,-1185823062,1837358356
30,87,-1123292073,729253799,30,87,331506975,-662399671
30,87,-1123292073,729253799,30,87,-1642625018,99652716
30,87,-1123292073,729253799,30,87,328195569,1576709888
30,91,1515645761,-1303696134,30,91,2050358868,-1085099119
30,91,1515645761,-1303696134,30,91,-1217153274,-1564910109
30,91,1087312707,-1146178868,30,91,2050358868,-1085099119
30,91,1087312707,-1146178868,30,91,-1217153274,-1564910109
30,91,308516379,915857743,30,91,2050358868,-1085099119
30,91,308516379,915857743,30,91,-1217153274,-1564910109
30,91,-1545737699,183711281,30,91,2050358868,-1085099119
30,91,-1545737699,183711281,30,91,-1217153274,-1564910109
30,96,-289236518,-987159144,30,96,-1685712880,714813623
30,96,-289236518,-987159144,30,96,-1033815143,-1128201605
30,98,467009630,-638886826,30,98,426390958,-511090607
31,0,184331324,1497471920,31,0,-1849821339,989063705
31,1,1715762387,1318381669,31,1,1221480960,-1509183710
31,2,1916189504,1246026302,31,2,1890502646,-98546506
31,3,1349128459,585976902,31,3,1083669813,-120757136
31,8,784407154,1682845462,31,8,620992810,851175509
31,8,784407154,1682845462,31,8,2067463686,371448612
31,9,1826649866,-1213893449,31,9,-509697676,831559397
31,9,1826649866,-1213893449,31,9,1770162790,-186627107
31,15,1473729066,1455406552,31,15,349364865,1763594399
31,15,2122552298,-401504256,31,15,349364865,1763594399
31,16,-722961698,-1477832904,31,16,1530056166,-955107760
31,16,-722961698,-1477832904,31,16,1400206617,-1170261201
31,16,-722961698,-1477832904,31,16,-445360828,1985572914
31,16,1561199184,-319456383,31,16,1530056166,-955107760
31,16,1561199184,-319456383,31,16,1400206617,-1170261201
31,16,1561199184,-319456383,31,16,-445360828,1985572914
31,17,550349061,-232751365,31,17,-1846288710,400903067
31,17,550349061,-232751365,31,17,1831785657,202748054
31,23,1090456358,232573756,31,23,1719022441,2054297365
31,23,1090456358,232573756,31,23,1076273038,1128371511
31,23,898519103,1655480403,31,23,1719022441,2054297365
31,23,898519103,1655480403,31,23,1076273038,1128371511
31,29,-113313699,2039581352,31,29,1541848023,-1151995378
31,29,-968806043,-1292995918,31,29,1541848023,-1151995378
31,31,-1356920216,-1239022802,31,31,1292104541,-1234549016
31,33,-150672573,-1865330844,31,33,912829640,980298769
31,35,465570026,-1357063966,31,35,-18797290,209075566
31,35,465570026,-1357063966,31,35,1887585337,-929357663
31,36,-26770066,164887531,,,,
31,36,-59462540,724823940,,,,
31,36,-1825951337,498055642,,,,
31,36,257162717,354901641,,,,
31,47,1553346548,1754758263,,,,
31,50,-185270926,1597801089,,,,
31,57,-1180104096,-924455198,,,,
31,57,-948204729,-1846475210,,,,
31,58,651921057,2077030596,,,,
31,58,-789457702,30350862,,,,
31,73,-1369008306,-1016377199,,,,
31,73,-1118580578,-1338959886,,,,
31,74,-1809147066,723429280,,,,
31,74,42981486,-1407616336,,,,
31,74,-1821187106,849169348,,,,
31,77,1868895906,-714142176,,,,
31,83,-18814562,-1259842369,,,,
31,83,1448497982,-1112379127,,,,
31,85,1185181438,-589894774,,,,
31,85,509241347,-2026541665,,,,
31,85,-1826011509,1455067947,,,,
31,85,-941810175,-1371186423,,,,
31,87,1926127669,1453786104,,,,
31,92,-781048924,1404292888,,,,
31,96,1173684415,-1416325421,,,,
31,96,1210739981,1846442072,,,,
,,,,31,37,-1923120010,361017528
,,,,31,38,187791687,651974249
,,,,31,39,-1739022893,-71933039
,,,,31,41,-877193858,1731808296
,,,,31,42,-1443672243,-64897812
,,,,31,46,9695232,-649266948
,,,,31,48,2100251683,1883938173
,,,,31,51,1390962725,-981955632
,,,,31,53,-422004696,-254956613
,,,,31,53,-1273437317,-2107657615
,,,,31,55,992934033,-272131968
,,,,31,55,1750554069,-1942180592
,,,,31,59,1559983319,-1479189088
,,,,31,60,800661805,427850096
,,,,31,67,1160020171,1933624264
,,,,31,68,-1829818053,-459258822
,,,,31,71,-2055752181,1943520598
,,,,31,79,1705425507,1425912820
,,,,31,84,1502843647,660169647
,,,,31,86,1069479077,-710321275
,,,,31,88,-1049177067,-1586345415
,,,,31,94,371223948,743552129
,,,,31,95,426349352,-531861361
31,40,55801197,1851380681,31,40,1598324291,-1352479399
31,40,55801197,1851380681,31,40,2064905350,-281474719
31,40,477854436,-4547454,31,40,1598324291,-1352479399
31,40,477854436,-4547454,31,40,2064905350,-281474719
31,43,-922212384,-615593267,31,43,1878563931,1901382641
31,43,-922212384,-615593267,31,43,-369901341,1561393310
31,43,-1378006700,-690234550,31,43,1878563931,1901382641
31,43,-1378006700,-690234550,31,43,-369901341,1561393310
31,43,-344660724,1987319094,31,43,1878563931,1901382641
31,43,-344660724,1987319094,31,43,-369901341,1561393310
31,44,1513684555,242049566,31,44,1938237146,976603362
31,45,1681788381,2026536835,31,45,524365902,232212571
31,45,1681788381,2026536835,31,45,-1537905505,429873024
31,49,670099505,741846682,31,49,26263390,899844590
31,49,2022076410,-975683384,31,49,26263390,899844590
31,52,231994173,1091350346,31,52,38866262,2098287000
31,54,1764996137,-2070084365,31,54,1476695783,793467080
31,56,-1925690614,44134650,31,56,250562985,2128954306
31,56,-1925690614,44134650,31,56,-1042652672,-446476961
31,61,-1778109514,-567808104,31,61,454055925,-44983240
31,61,-1032297291,-1610846651,31,61,454055925,-44983240
31,62,153088794,-1982958318,31,62,-1383917974,942405848
31,62,153088794,-1982958318,31,62,664630881,456450391
31,63,916471193,1156856956,31,63,-1669457168,651494685
31,63,-340033672,434416751,31,63,-1669457168,651494685
31,63,340679544,460122840,31,63,-1669457168,651494685
31,63,-1902397384,201307496,31,63,-1669457168,651494685
31,65,1613166415,-346444865,31,65,1748463868,586259936
31,65,1010839203,-1478416089,31,65,1748463868,586259936
31,65,263497810,693983268,31,65,1748463868,586259936
31,69,1628003390,-887952951,31,69,-970189346,272907499
31,70,513873885,-481528862,31,70,-918078007,-302284377
31,72,1033599754,-1606955613,31,72,1125131875,-1811853407
31,72,1033599754,-1606955613,31,72,-1814758502,1152330058
31,72,1747435000,-605509844,31,72,1125131875,-1811853407
31,72,1747435000,-605509844,31,72,-1814758502,1152330058
31,76,1034659030,1327649669,31,76,-875470758,558497626
31,78,-420571381,-629996758,31,78,-994910574,-2086710454
31,82,-1246235224,-1709972944,31,82,-338130480,1318114518
31,89,-1552929602,-1811281696,31,89,2073429861,1302201120
31,89,-1552929602,-1811281696,31,89,-1438881144,1954294704
31,90,178302085,-1499260740,31,90,1382098314,-1232660337
31,93,457706921,-1529221190,31,93,28008076,1205327654
31,93,457706921,-1529221190,31,93,576560128,300029426
31,93,457706921,-1529221190,31,93,-1730579677,-365203855
31,97,1897444343,1040624475,31,97,-223530076,390205926
31,97,1897444343,1040624475,31,97,515014876,-66201519
31,97,1897444343,1040624475,31,97,838935528,1885715012
31,97,1897444343,1040624475,31,97,-2125468760,-2143185339
31,97,1897444343,1040624475,31,97,-569065968,885386603
31,97,1897444343,1040624475,31,97,-1648225533,1095958793
31,98,-1361702801,168884056,,,,
31,98,-42529584,-621365848,,,,
32,4,-1144428954,1404393597,,,,
32,4,725108741,586553449,,,,
32,7,-683359706,-742555567,,,,
32,7,927856055,1036927527,,,,
32,7,538641188,451112184,,,,
32,7,2013184070,1614837605,,,,
32,9,888505632,1996529766,,,,
32,9,-813879513,1000144553,,,,
32,13,2000437573,414970361,,,,
32,15,1530900458,-1695514617,,,,
32,16,600988237,410258531,,,,
32,28,-762077385,1062404586,,,,
32,28,1627434191,-1592180972,,,,
32,28,242171168,-946919599,,,,
32,39,-159633376,1402513938,,,,
32,39,943223541,-878988111,,,,
32,39,-1795914826,-470299840,,,,
32,40,-1392776602,1934879922,,,,
32,40,2016613454,-388887533,,,,
32,40,2028510808,92029814,,,,
32,50,1288458157,-1791334121,,,,
32,52,2042019625,-1584773957,,,,
32,53,-1753821102,2030984545,,,,
,,,,32,0,-532805149,1608162061
,,,,32,2,630246819,-1073957387
,,,,32,2,345274006,-1542140951
,,,,32,5,1780493657,1464916558
,,,,32,6,-1978948687,1180570798
,,,,32,6,1063619377,-776876724
,,,,32,6,2458019,-1604595226
,,,,32,6,692041770,-1582185553
,,,,32,6,-862027295,627168972
,,,,32,19,1442980410,-1497322505
,,,,32,21,-875757373,1853950467
,,,,32,25,921221902,1404090630
,,,,32,30,-1777081321,568245106
,,,,32,32,-444854955,-1632469531
,,,,32,32,1652757410,1115916052
,,,,32,42,-1486210450,365339322
,,,,32,44,1458190195,-610375719
,,,,32,44,-847081326,-1436357012
,,,,32,49,-1402830661,-498104954
,,,,32,49,-1052752083,-686438538
31,97,42730479,2909456,31,97,-223530076,390205926
31,97,42730479,2909456,31,97,515014876,-66201519
31,97,42730479,2909456,31,97,838935528,1885715012
31,97,42730479,2909456,31,97,-2125468760,-2143185339
31,97,42730479,2909456,31,97,-569065968,885386603
31,97,42730479,2909456,31,97,-1648225533,1095958793
32,1,-677978057,-1629649678,32,1,-1043211431,-1474297852
32,1,795356792,-683174396,32,1,-1043211431,-1474297852
32,1,-460411420,-7116492,32,1,-1043211431,-1474297852
32,3,2035857812,825677251,32,3,1342864499,1586212431
32,3,-1761798556,-903856990,32,3,1342864499,1586212431
32,3,-1628686350,-301011387,32,3,1342864499,1586212431
32,3,-917959737,685279216,32,3,1342864499,1586212431
32,8,-1774345564,-682254622,32,8,1373960240,-1197869029
32,8,-1774345564,-682254622,32,8,917622502,-1512219407
32,10,-902437588,1267067620,32,10,274657800,893281611
32,11,-2087539560,1091078254,32,11,-367743091,-387422161
32,11,493485074,290627074,32,11,-367743091,-387422161
32,14,-1684841957,-666558617,32,14,-1379777809,-251445872
32,14,-1684841957,-666558617,32,14,2087567626,2012569747
32,14,-1684841957,-666558617,32,14,436857491,-405063084
32,14,-1684841957,-666558617,32,14,2066107734,2087069925
32,14,-1684841957,-666558617,32,14,1253537581,1516810285
32,17,-74785047,1909072851,32,17,-1801664095,-1628483
32,18,-1475470227,-290262199,32,18,1019876658,-1562614376
32,22,-1858457690,1427277232,32,22,102821917,-72079208
32,23,1962826401,-242483404,32,23,-2016002589,-630194694
32,23,1962826401,-242483404,32,23,-1955325269,-1095729169
32,24,1656530594,264418085,32,24,-790557484,176770119
32,26,-1933760348,-886750454,32,26,-1959974727,-727407231
32,27,2093334322,1058305912,32,27,148682322,1257192732
32,27,2093334322,1058305912,32,27,1806277793,-239096575
32,27,2093334322,1058305912,32,27,1447947376,-83360288
32,29,99162916,-857966877,32,29,2140651438,-1112966802
32,33,-1644721527,-1428372328,32,33,-2111944726,206408486
32,35,-1133075998,1579744393,32,35,-69826642,-554438104
32,36,1578254467,-596021218,32,36,-2026885134,-1060774718
32,37,878369394,1426880861,32,37,-410455758,128159741
32,37,1572936733,-1663007892,32,37,-410455758,128159741
32,37,1743052919,-352377934,32,37,-410455758,128159741
32,38,-2001914939,-1326477745,32,38,-1849776320,-654623672
32,43,833595780,635137808,32,43,1138636308,-746766155
32,45,-1437636423,-75211161,32,45,-1750972484,-289228763
32,45,392989357,297880971,32,45,-1750972484,-289228763
32,45,629208954,544878960,32,45,-1750972484,-289228763
32,45,553051566,-401599309,32,45,-1750972484,-289228763
32,46,-209821046,1796846919,32,46,1704684901,1229722504
32,47,-580067357,-1520873179,32,47,82146048,-713521214
32,47,-580067357,-1520873179,32,47,351506562,-368394373
32,48,-1582304965,556478021,32,48,1711560888,-840132545
32,48,957519893,-1214087725,32,48,1711560888,-840132545
32,54,100738678,-972815279,32,54,1478237140,1312330983
32,54,100738678,-972815279,32,54,-695236898,-184102251
32,55,956384566,35373106,32,55,47682505,12649372
32,55,956384566,35373106,32,55,-801823822,-133510743
32,60,-1970325471,969299395,,,,
32,62,-1289303770,1612555823,,,,
32,63,-2068349303,1070739895,,,,
32,73,298965912,-921242739,,,,
32,73,1375607631,1899257212,,,,
32,78,1909435015,-777530287,,,,
32,78,-1415009921,1429346461,,,,
32,93,-1970407690,472079974,,,,
32,93,-1251367732,1732976309,,,,
32,94,-1978220420,798558527,,,,
32,97,-1366587109,-566165597,,,,
33,0,-15079213,-78532266,,,,
33,0,1280262576,419934706,,,,
33,0,1101485911,1706590463,,,,
33,3,754381151,-418674493,,,,
33,7,-2040497784,-83737317,,,,
33,7,1702015590,-2133500023,,,,
33,9,-1513248305,-614203081,,,,
33,9,636992501,655995371,,,,
33,9,-1994587325,-570058485,,,,
33,15,1096086415,1566716796,,,,
33,15,921757276,-937166432,,,,
,,,,32,59,1046344888,-498677759
,,,,32,66,292943401,-703841378
,,,,32,66,-498834129,644361384
,,,,32,69,-108443717,-194929752
,,,,32,75,1327568298,2023512996
,,,,32,75,-622665256,1968408663
,,,,32,77,-1204417159,-460161726
,,,,32,80,1457189472,990405927
,,,,32,81,1081069062,838799089
,,,,32,81,1789646575,-2002549564
,,,,32,82,575330373,-440369644
,,,,32,82,244246937,847171947
,,,,32,82,-1044628382,-1969280694
,,,,32,84,-193394947,1297784779
,,,,32,85,-1097281729,1969969691
,,,,32,85,-316061863,-2075519267
,,,,32,90,1612618304,-586465797
,,,,32,91,266656892,-45090138
,,,,33,4,1561604590,111553596
,,,,33,6,1875597940,-342514890
,,,,33,6,550996787,598220529
32,55,-1454610980,-222124546,32,55,47682505,12649372
32,55,-1454610980,-222124546,32,55,-801823822,-133510743
32,56,-247359376,-1045137320,32,56,694844138,2111052929
32,57,-1576043147,950120976,32,57,-1607891901,-905053650
32,58,-1796569073,-1758186183,32,58,1376629530,1419448648
32,61,-1122147101,1468182961,32,61,1653861663,259421474
32,61,-783430485,-279788407,32,61,1653861663,259421474
32,64,-1047545806,682636416,32,64,574776070,-962631457
32,65,302577855,-320234801,32,65,-436450562,-2074871318
32,65,-43826344,1451776416,32,65,-436450562,-2074871318
32,67,1608777827,-914765885,32,67,320972865,294023652
32,67,1608777827,-914765885,32,67,-2083083102,-151323915
32,71,-1373583967,914477333,32,71,1210448529,61720187
32,71,-1373583967,914477333,32,71,-1713831008,352776854
32,74,1860052240,-1729001969,32,74,-174109882,1726312480
32,74,1860052240,-1729001969,32,74,-1140236890,1158011797
32,79,-1607630245,-807653196,32,79,1845102411,1788892636
32,79,-1607630245,-807653196,32,79,1004516416,-1863575660
32,79,-1607630245,-807653196,32,79,-1210450626,-503172225
32,79,-1607630245,-807653196,32,79,-1497342633,-237247132
32,83,-1161172408,139458971,32,83,-1867835410,-528247583
32,83,-1569952910,-1167561696,32,83,-1867835410,-528247583
32,87,-731393573,431783088,32,87,-1488938830,1481416670
32,88,-1628228480,-343746910,32,88,1482356091,498533756
32,88,-1628228480,-343746910,32,88,1470730920,836952609
32,88,1463714136,1902631982,32,88,1482356091,498533756
32,88,1463714136,1902631982,32,88,1470730920,836952609
32,88,461742269,-63776608,32,88,1482356091,498533756
32,88,461742269,-63776608,32,88,1470730920,836952609
32,95,-377595853,1244046487,32,95,-1031388104,-1561901828
32,95,-377595853,1244046487,32,95,57401971,-1294760171
32,95,-377595853,1244046487,32,95,67736309,-1900111659
32,95,-178240407,1956616728,32,95,-1031388104,-1561901828
32,95,-178240407,1956616728,32,95,57401971,-1294760171
32,95,-178240407,1956616728,32,95,67736309,-1900111659
32,95,-1614155126,-1492474471,32,95,-1031388104,-1561901828
32,95,-1614155126,-1492474471,32,95,57401971,-1294760171
32,95,-1614155126,-1492474471,32,95,67736309,-1900111659
32,96,1723119128,1385404645,32,96,-1286484557,725213001
32,96,1548555057,233040042,32,96,-1286484557,725213001
32,99,644127289,-2030896346,32,99,1809849964,-265378057
33,2,-1841691399,-1159427151,33,2,-598374879,-649813720
33,2,-2135353796,87819852,33,2,-598374879,-649813720
33,8,1122995257,-1241157822,33,8,-488396854,877117120
33,8,1122995257,-1241157822,33,8,-1475915811,1275870565
33,8,-1391086730,1721573911,33,8,-488396854,877117120
33,8,-1391086730,1721573911,33,8,-1475915811,1275870565
33,8,2105960038,-95795604,33,8,-488396854,877117120
33,8,2105960038,-95795604,33,8,-1475915811,1275870565
33,10,1369675893,726676643,33,10,732195062,1143370226
33,10,1369675893,726676643,33,10,-1567361025,-56636436
33,11,-70221147,932122458,33,11,-1301638850,1658315813
33,12,1464262960,2124533093,33,12,430780044,955047646
33,12,1464262960,2124533093,33,12,-289059756,571420212
33,13,-1219913369,-707086090,33,13,-1583832991,118033789
33,13,-1219913369,-707086090,33,13,-361601446,676154610
33,13,-1219913369,-707086090,33,13,268316391,1695768808
33,23,-2059702903,-652330441,,,,
33,23,1667844939,-1274835664,,,,
33,28,-1790307682,-1770626871,,,,
33,32,1156971188,1917158615,,,,
33,42,1309828595,-1783365307,,,,
33,42,537386804,-804153006,,,,
33,49,-417341717,1690591392,,,,
33,49,-1492826475,-1580611293,,,,
33,57,1595698014,-524188664,,,,
33,66,483304742,-555385018,,,,
33,67,-448282727,-1694491201,,,,
33,69,1346720565,-156696769,,,,
33,75,-593402123,-15175262,,,,
33,78,559499642,479055417,,,,
33,80,-1128383191,21743686,,,,
33,80,166008524,-2013825676,,,,
33,85,-1080567937,-690323453,,,,
,,,,33,18,1367327383,-131474490
,,,,33,18,591340424,-1357143169
,,,,33,24,-1274110244,-2033822798
,,,,33,24,-2004067158,-435141330
,,,,33,29,1591139452,-1738342093
,,,,33,30,1063786008,519293578
,,,,33,36,69153948,1509035354
,,,,33,36,-1306591272,-430736816
,,,,33,43,993014509,-1336005654
,,,,33,45,2139844441,-703013435
,,,,33,48,1098192406,2108236076
,,,,33,54,1191642974,-600810901
,,,,33,56,1835286017,415841429
,,,,33,65,-1818944986,-1492990911
,,,,33,68,-1573632678,-617910015
,,,,33,70,1194863792,2061687926
,,,,33,73,375518335,-247307277
,,,,33,73,1477026943,166593991
,,,,33,73,-2142323351,-374610758
,,,,33,74,-1085730549,383943178
,,,,33,77,-1415268027,94177791
,,,,33,77,-782299006,895882061
,,,,33,77,-102134771,-1906555643
,,,,33,77,-125583671,-1531255102
,,,,33,81,526778641,-738933993
,,,,33,81,1992484856,-1601018763
33,16,-826144675,-828885241,33,16,1846362073,-892175685
33,17,1684771482,2076825262,33,17,787081053,1431382153
33,17,1684771482,2076825262,33,17,-2007607426,-203704308
33,19,1380636254,1115172280,33,19,675278865,-1193336542
33,25,-1830111968,-1870252785,33,25,619183544,-684263611
33,25,-1830111968,-1870252785,33,25,102724063,-809159325
33,26,-90120644,-1618397375,33,26,319847966,605855391
33,26,-2099651136,1149094508,33,26,319847966,605855391
33,27,-1183372565,-1452072000,33,27,-870287197,1998402536
33,33,1920711982,2035297918,33,33,869588700,-832445540
33,33,-557574996,-390020230,33,33,869588700,-832445540
33,34,1648821929,-1549696791,33,34,818686425,-1321399638
33,34,1648821929,-1549696791,33,34,853339692,-511078053
33,34,1648821929,-1549696791,33,34,-1833464694,1120401140
33,34,1648821929,-1549696791,33,34,-957872637,733568439
33,35,743016138,-1773220281,33,35,-1660419283,-252708400
33,35,650758658,-54925782,33,35,-1660419283,-252708400
33,37,-1343177934,20697439,33,37,1094832935,-2002601466
33,37,-1343177934,20697439,33,37,-1992134831,-1359537977
33,39,943035436,1878262470,33,39,-1824983543,-137420027
33,41,575717433,-848722844,33,41,1983184444,-896447840
33,46,839529647,-301706610,33,46,1014242895,-504894243
33,47,-1327116942,-2054995468,33,47,2024726181,345384483
33,50,-1624357523,174470551,33,50,786908408,1935267958
33,50,-713024784,-1243745934,33,50,786908408,1935267958
33,51,1452646415,-5303282,33,51,479372887,1895746056
33,51,1452646415,-5303282,33,51,1294666016,1952191470
33,51,1452646415,-5303282,33,51,1403017670,1787004279
33,51,1452646415,-5303282,33,51,-751589231,1707924631
33,52,1762120721,-913912775,33,52,-1821208575,-1568426203
33,52,1762120721,-913912775,33,52,-1126316423,-302586156
33,52,882344331,241082864,33,52,-1821208575,-1568426203
33,52,882344331,241082864,33,52,-1126316423,-302586156
33,55,1768157257,859792872,33,55,1828183318,-1841648070
33,58,-973049010,-148964089,33,58,1819155966,1056025815
33,59,-1843433126,-232605243,33,59,-730029616,-1837444368
33,59,-1843433126,-232605243,33,59,-1693084450,-333495715
33,60,-1413338920,1453428938,33,60,-1771580389,1773480360
33,62,-84495072,522770631,33,62,-937792722,6090211
33,64,699548512,-361702199,33,64,-112998903,696820867
33,64,699548512,-361702199,33,64,-573661411,-252873016
